label;country;admin1;admin2;city/town;collection_date
EPI_ISL_19387825|A/wood_duck/Mississippi/24-004128-003-original/2024|H5N1|USA-MS|2024-01-29|avian|C2.1;USA;MS;Leflore;Unknown;2024-01-29
EPI_ISL_19387826|A/wood_duck/Mississippi/24-004128-004-original/2024|H5N1|USA-MS|2024-01-29|avian|C2.1;USA;MS;Leflore;Unknown;2024-01-29
EPI_ISL_19387827|A/wood_duck/Mississippi/24-004128-007-original/2024|H5N1|USA-MS|2024-01-29|avian|C2.1;USA;MS;Leflore;Unknown;2024-01-29
EPI_ISL_19387828|A/wood_duck/Mississippi/24-004128-008-original/2024|H5N1|USA-MS|2024-01-29|avian|C2.1;USA;MS;Leflore;Unknown;2024-01-29
EPI_ISL_19387829|A/wood_duck/Mississippi/24-004128-011-original/2024|H5N1|USA-MS|2024-01-29|avian|C2.1;USA;MS;Leflore;Unknown;2024-01-29
EPI_ISL_19372821|A/turkey/North_Carolina/24-004217-001-original/2024|H5N1|USA-NC|2024-02-08|avian|C2.1;USA;NC;Lenoir;Unknown;2024-02-08
EPI_ISL_19387830|A/wood_duck/Mississippi/24-004235-002-original/2024|H5N1|USA-MS|2024-02-05|avian|C2.1;USA;MS;Grenada;Unknown;2024-02-05
EPI_ISL_19387831|A/wood_duck/Mississippi/24-004235-003-original/2024|H5N1|USA-MS|2024-02-05|avian|C2.1;USA;MS;Grenada;Unknown;2024-02-05
EPI_ISL_19387832|A/mallard/Massachusetts/24-004240-009-original/2024|H5N1|USA-MA|2024-02-04|avian|C2.1;USA;MA;Unknown;Unknown;2024-02-04
EPI_ISL_19387833|A/green-winged_teal/North_Carolina/24-004327-001-original/2024|H5N1|USA-NC|2024-01-30|avian|C2.1;USA;NC;Pamlico;Unknown;2024-01-30
EPI_ISL_19387834|A/mallard/Maine/24-004329-015-original/2024|H5N1|USA-ME|2024-01-30|avian|C2.1;USA;ME;Androscoggin;Unknown;2024-01-30
EPI_ISL_19387835|A/mallard/Maine/24-004329-016-original/2024|H5N1|USA-ME|2024-01-30|avian|C2.1;USA;ME;Androscoggin;Unknown;2024-01-30
EPI_ISL_19094436|A/mallard/Maine/24-004330-001/2024|H5N1|USA-ME|2024-01-31|avian|C2.1;USA;ME;Unknown;Unknown;2024-01-31
EPI_ISL_19387836|A/mallard/Maine/24-004330-003-original/2024|H5N1|USA-ME|2024-01-31|avian|C2.1;USA;ME;Unknown;Unknown;2024-01-31
EPI_ISL_19387837|A/mallard/Maine/24-004330-004-original/2024|H5N1|USA-ME|2024-01-31|avian|C2.1;USA;ME;Unknown;Unknown;2024-01-31
EPI_ISL_19387838|A/mallard/Maine/24-004330-005-original/2024|H5N1|USA-ME|2024-01-31|avian|C2.1;USA;ME;Unknown;Unknown;2024-01-31
EPI_ISL_19387839|A/mallard/Maine/24-004330-006-original/2024|H5N1|USA-ME|2024-01-31|avian|C2.1;USA;ME;Unknown;Unknown;2024-01-31
EPI_ISL_19387841|A/mallard/Maine/24-004330-035-original/2024|H5N1|USA-ME|2024-01-31|avian|C2.1;USA;ME;Unknown;Unknown;2024-01-31
EPI_ISL_19429981|A/mallard/Maine/24-004331-004-original/2024|H5N1|USA-ME|2024-02-01|avian|C2.1;USA;ME;Unknown;Unknown;2024-02-01
EPI_ISL_19429982|A/mallard/Maine/24-004332-010-original/2024|H5N1|USA-ME|2024-02-02|avian|C2.1;USA;ME;Androscoggin;Unknown;2024-02-02
EPI_ISL_19429983|A/mallard/New_Hampshire/24-004334-001-original/2024|H5N1|USA-NH|2024-02-02|avian|C2.1;USA;NH;Sullivan;Unknown;2024-02-02
EPI_ISL_19429984|A/mallard/New_Hampshire/24-004334-002-original/2024|H5N1|USA-NH|2024-02-02|avian|C2.1;USA;NH;Sullivan;Unknown;2024-02-02
EPI_ISL_19429985|A/mallard/New_Hampshire/24-004334-004-original/2024|H5N1|USA-NH|2024-02-02|avian|C2.1;USA;NH;Sullivan;Unknown;2024-02-02
EPI_ISL_19429986|A/mallard/New_Hampshire/24-004334-006-original/2024|H5N1|USA-NH|2024-02-02|avian|C2.1;USA;NH;Sullivan;Unknown;2024-02-02
EPI_ISL_19429987|A/mallard/New_Hampshire/24-004334-008-original/2024|H5N1|USA-NH|2024-02-02|avian|C2.1;USA;NH;Sullivan;Unknown;2024-02-02
EPI_ISL_19429988|A/mallard/New_Hampshire/24-004334-010-original/2024|H5N1|USA-NH|2024-02-02|avian|C2.1;USA;NH;Sullivan;Unknown;2024-02-02
EPI_ISL_19429989|A/mallard/New_Hampshire/24-004334-011-original/2024|H5N1|USA-NH|2024-02-02|avian|C2.1;USA;NH;Sullivan;Unknown;2024-02-02
EPI_ISL_19429990|A/mallard/New_Hampshire/24-004334-012-original/2024|H5N1|USA-NH|2024-02-02|avian|C2.1;USA;NH;Sullivan;Unknown;2024-02-02
EPI_ISL_19429991|A/mallard/New_Hampshire/24-004334-013-original/2024|H5N1|USA-NH|2024-02-02|avian|C2.1;USA;NH;Sullivan;Unknown;2024-02-02
EPI_ISL_19429992|A/mallard/New_Hampshire/24-004334-016-original/2024|H5N1|USA-NH|2024-02-02|avian|C2.1;USA;NH;Sullivan;Unknown;2024-02-02
EPI_ISL_19429993|A/mallard/New_Hampshire/24-004334-017-original/2024|H5N1|USA-NH|2024-02-02|avian|C2.1;USA;NH;Sullivan;Unknown;2024-02-02
EPI_ISL_19429994|A/mallard/New_Hampshire/24-004334-018-original/2024|H5N1|USA-NH|2024-02-02|avian|C2.1;USA;NH;Sullivan;Unknown;2024-02-02
EPI_ISL_19429995|A/mallard/New_Hampshire/24-004334-019-original/2024|H5N1|USA-NH|2024-02-02|avian|C2.1;USA;NH;Sullivan;Unknown;2024-02-02
EPI_ISL_19429996|A/mallard/New_Hampshire/24-004334-020-original/2024|H5N1|USA-NH|2024-02-02|avian|C2.1;USA;NH;Sullivan;Unknown;2024-02-02
EPI_ISL_19429997|A/mallard/New_Hampshire/24-004334-021-original/2024|H5N1|USA-NH|2024-02-02|avian|C2.1;USA;NH;Sullivan;Unknown;2024-02-02
EPI_ISL_19429998|A/mallard/New_Hampshire/24-004334-024-original/2024|H5N1|USA-NH|2024-02-02|avian|C2.1;USA;NH;Sullivan;Unknown;2024-02-02
EPI_ISL_19429999|A/mallard/New_Hampshire/24-004334-026-original/2024|H5N1|USA-NH|2024-02-02|avian|C2.1;USA;NH;Sullivan;Unknown;2024-02-02
EPI_ISL_19430000|A/mallard/New_Hampshire/24-004334-027-original/2024|H5N1|USA-NH|2024-02-02|avian|C2.1;USA;NH;Sullivan;Unknown;2024-02-02
EPI_ISL_19430002|A/mallard/New_Hampshire/24-004334-037-original/2024|H5N1|USA-NH|2024-02-02|avian|C2.1;USA;NH;Sullivan;Unknown;2024-02-02
EPI_ISL_19430003|A/Canada_goose/Virginia/24-004375-001-original/2024|H5N1|USA-VA|2024-02-06|avian|C2.1;USA;VA;Powhatan;Unknown;2024-02-06
SRR29740473|A/canada_goose/MA/24-004865-013/2024|H5N1|USA-MA|2024-02-05|avian|C2.1;USA;MA;Essex;Newbury;2024-02-05
EPI_ISL_19430005|A/mallard/Maine/24-005100-016-original/2024|H5N1|USA-ME|2024-02-06|avian|C2.1;USA;ME;Unknown;Unknown;2024-02-06
EPI_ISL_19372826|A/turkey/North_Carolina/24-005140-001-original/2024|H5N1|USA-NC|2024-02-15|avian|C2.1;USA;NC;Duplin;Unknown;2024-02-15
EPI_ISL_19372827|A/turkey/North_Carolina/24-005140-002-original/2024|H5N1|USA-NC|2024-02-15|avian|C2.1;USA;NC;Duplin;Unknown;2024-02-15
EPI_ISL_19387845|A/chicken/New_York/24-005701-001-original/2024|H5N1|USA-NY|2024-02-22|avian|C2.1;USA;NY;Onondaga;Unknown;2024-02-22
EPI_ISL_19387850|A/peafowl/Ohio/24-005906-001-original/2024|H5N1|USA-OH|2024-02-23|avian|C2.1;USA;OH;Mahoning;Unknown;2024-02-23
EPI_ISL_19387851|A/poultry/Ohio/24-005906-002-original/2024|H5N1|USA-OH|2024-02-23|avian|C2.1;USA;OH;Mahoning;Unknown;2024-02-23
SRR29740455|A/canada_goose/MA/24-007606-004/2024|H5N1|USA-MA|2024-02-08|avian|C2.1;USA;MA;Essex;Ipswich;2024-02-08
SRR29740449|A/bald_eagle/MA/24-007606-010/2024|H5N1|USA-MA|2024-02-20|avian|C2.1;USA;MA;Unknown;Unknown;2024-02-20
SRR29740441|A/american_crow/MA/24-007607-008/2024|H5N1|USA-MA|2024-03-07|avian|C2.1;USA;MA;Barnstable;Barnstable;2024-03-07
SRR29740431|A/white-winged_scoter/MA/24-007609-002/2024|H5N1|USA-MA|2024-02-23|avian|C2.1;USA;MA;Unknown;Unknown;2024-02-23
SRR29740430|A/white-winged_scoter/MA/24-007609-003/2024|H5N1|USA-MA|2024-02-23|avian|C2.1;USA;MA;Essex;Manchester-by-the-Sea;2024-02-23
SRR29740426|A/black_scoter/MA/24-007609-007/2024|H5N1|USA-MA|2024-03-02|avian|C2.1;USA;MA;Essex;Lynn;2024-03-02
SRR29740421|A/herring_gull/MA/24-007610-001/2024|H5N1|USA-MA|2024-02-18|avian|C2.1;USA;MA;Barnstable;Orleans;2024-02-18
SRR29740417|A/great_black-backed_gull/MA/24-007610-005/2024|H5N1|USA-MA|2024-02-27|avian|C2.1;USA;MA;Barnstable;Provincetown;2024-02-27
EPI_ISL_19387857|A/domestic_goose/Maine/24-007946-002-original/2024|H5N1|USA-ME|2024-03-13|avian|C2.1;USA;ME;Knox;Unknown;2024-03-13
SRR34270257|A/bobcat/NY/24-009317-001/2024|H5N1|USA-NY|2024-03-15|feline|C2.1;USA;NY;Unknown;Unknown;2024-03-15
SRR34270256|A/bobcat/NY/24-009317-002/2024|H5N1|USA-NY|2024-03-15|feline|C2.1;USA;NY;Unknown;Unknown;2024-03-15
EPI_ISL_19387861|A/domestic_duck/Florida/24-012642-001-original/2024|H5N1|USA-FL|2024-04-24|avian|C2.1;USA;FL;Clay;Unknown;2024-04-24
EPI_ISL_19387862|A/turkey/Minnesota/24-012740-001-original/2024|H5N1|USA-MN|2024-04-29|avian|C2.1;USA;MN;Dodge;Unknown;2024-04-29
EPI_ISL_19430016|A/turkey/Minnesota/24-012740-002-original/2024|H5N1|USA-MN|2024-04-29|avian|C2.1;USA;MN;Dodge;Unknown;2024-04-29
SRR29740550|A/american_crow/MA/24-014126-024/2024|H5N1|USA-MA|2024-03-20|avian|C2.1;USA;MA;Barnstable;Barnstable;2024-03-20
SRR29740543|A/canada_goose/MA/24-014126-031/2024|H5N1|USA-MA|2024-02-12|avian|C2.1;USA;MA;Essex;Plum Island;2024-02-12
SRR29740527|A/bald_eagle/MA/24-014126-051/2024|H5N1|USA-MA|2024-03-27|avian|C2.1;USA;MA;Unknown;Unknown;2024-03-27
SRR29740526|A/sanderling/MA/24-014126-052/2024|H5N1|USA-MA|2024-04-05|avian|C2.1;USA;MA;Barnstable;Provincetown;2024-04-05
SRR29740516|A/herring_gull/MA/24-014126-061/2024|H5N1|USA-MA|2024-04-13|avian|C2.1;USA;MA;Franklin;Franklin;2024-04-13
SRR29740501|A/great_horned_owl/NH/24-014129-002/2024|H5N1|USA-NH|2024-02-03|avian|C2.1;USA;NH;Strafford;Madbury;2024-02-03
SRR29740500|A/herring_gull/NH/24-014129-003/2024|H5N1|USA-NH|2024-02-27|avian|C2.1;USA;NH;Rockingham;Hampton;2024-02-27
SRR29740498|A/brandt_goose/RI/24-014130-002/2024|H5N1|USA-RI|2024-03-08|avian|C2.1;USA;RI;Kent;Warwick;2024-03-08
EPI_ISL_19430019|A/great_black-backed_gull/Rhode_Island/24-014172-002-original/2024|H5N1|USA-RI|2024-04-30|avian|C2.1;USA;RI;Washington;Unknown;2024-04-30
EPI_ISL_19430021|A/herring_gull/Rhode_Island/24-016702-001-original/2024|H5N1|USA-RI|2024-05-23|avian|C2.1;USA;RI;Washington;Unknown;2024-05-23
SRR34270264|A/harbor_seal/MA/24-026395-001/2024|H5N1|USA-MA|2024-03-19|other_mammal|C2.1;USA;MA;Essex;Ipswich;2024-03-19
EPI_ISL_19776155|A/Chicken/QC/FAV-0005-1/2024|H5N1|Canada-QC|2024-01-02|avian|C2.1;Canada;QC;Unknown;Unknown;2024-01-02
EPI_ISL_19776156|A/Chicken/QC/FAV-0005-2/2024|H5N1|Canada-QC|2024-01-02|avian|C2.1;Canada;QC;Unknown;Unknown;2024-01-02
EPI_ISL_19776132|A/Canada_Goose/QC/FAV-0021-1/2024|H5N1|Canada-QC|2023-12-06|avian|C2.1;Canada;QC;Unknown;Unknown;2023-12-06
EPI_ISL_19776159|A/Canada_Goose/ON/FAV-0039-1/2024|H5N1|Canada-ON|2024-01-05|avian|C2.1;Canada;ON;Unknown;Unknown;2024-01-05
EPI_ISL_19776088|A/Canada_Goose/QC/FAV-0050-2/2024|H5N1|Canada-QC|2023-11-23|avian|C2.1;Canada;QC;Unknown;Unknown;2023-11-23
EPI_ISL_19776169|A/American_Crow/QC/FAV-0050-4/2024|H5N1|Canada-QC|2024-01-09|avian|C2.1;Canada;QC;Unknown;Unknown;2024-01-09
EPI_ISL_19776170|A/American_Crow/QC/FAV-0050-7/2024|H5N1|Canada-QC|2024-01-09|avian|C2.1;Canada;QC;Unknown;Unknown;2024-01-09
EPI_ISL_19776168|A/American_Crow/QC/FAV-0055-2/2024|H5N1|Canada-QC|2024-01-08|avian|C2.1;Canada;QC;Unknown;Unknown;2024-01-08
EPI_ISL_19776199|A/Bald_Eagle/ON/FAV-0056-3/2024|H5N1|Canada-ON|2024-01-31|avian|C2.1;Canada;ON;Unknown;Unknown;2024-01-31
EPI_ISL_19776197|A/Canada_Goose/ON/FAV-0056-4/2024|H5N1|Canada-ON|2024-01-30|avian|C2.1;Canada;ON;Unknown;Unknown;2024-01-30
EPI_ISL_19776208|A/Canada_Goose/ON/FAV-0056-6/2024|H5N1|Canada-ON|2024-02-04|avian|C2.1;Canada;ON;Unknown;Unknown;2024-02-04
EPI_ISL_19776207|A/Red-Tailed_Hawk/ON/FAV-0073-1/2024|H5N1|Canada-ON|2024-02-03|avian|C2.1;Canada;ON;Unknown;Unknown;2024-02-03
EPI_ISL_19776231|A/American_Crow/PE/FAV-0074-1/2024|H5N1|Canada-PE|2024-02-09|avian|C2.1;Canada;PE;Unknown;Unknown;2024-02-09
EPI_ISL_19776238|A/American_Crow/ON/FAV-0076-10/2024|H5N1|Canada-ON|2024-02-13|avian|C2.1;Canada;ON;Unknown;Unknown;2024-02-13
EPI_ISL_19776224|A/American_Crow/ON/FAV-0076-11/2024|H5N1|Canada-ON|2024-02-08|avian|C2.1;Canada;ON;Unknown;Unknown;2024-02-08
EPI_ISL_19776212|A/American_Crow/ON/FAV-0076-9/2024|H5N1|Canada-ON|2024-02-06|avian|C2.1;Canada;ON;Unknown;Unknown;2024-02-06
EPI_ISL_19776226|A/American_Black_Duck/NS/FAV-0080-33/2024|H5N1|Canada-NS|2024-02-09|avian|C2.1;Canada;NS;Unknown;Unknown;2024-02-09
EPI_ISL_19776227|A/American_Black_Duck/NS/FAV-0080-36/2024|H5N1|Canada-NS|2024-02-09|avian|C2.1;Canada;NS;Unknown;Unknown;2024-02-09
EPI_ISL_19776228|A/American_Black_Duck/NS/FAV-0080-37/2024|H5N1|Canada-NS|2024-02-09|avian|C2.1;Canada;NS;Unknown;Unknown;2024-02-09
EPI_ISL_19776229|A/American_Black_Duck/NS/FAV-0080-39/2024|H5N1|Canada-NS|2024-02-09|avian|C2.1;Canada;NS;Unknown;Unknown;2024-02-09
EPI_ISL_19776230|A/American_Black_Duck/NS/FAV-0080-40/2024|H5N1|Canada-NS|2024-02-09|avian|C2.1;Canada;NS;Unknown;Unknown;2024-02-09
EPI_ISL_19776246|A/Red-Tailed_Hawk/ON/FAV-0081-1/2024|H5N1|Canada-ON|2024-02-18|avian|C2.1;Canada;ON;Unknown;Unknown;2024-02-18
EPI_ISL_19776241|A/Barred_Owl/ON/FAV-0081-3/2024|H5N1|Canada-ON|2024-02-15|avian|C2.1;Canada;ON;Unknown;Unknown;2024-02-15
EPI_ISL_19776242|A/Common_Raven/ON/FAV-0081-4/2024|H5N1|Canada-ON|2024-02-15|avian|C2.1;Canada;ON;Unknown;Unknown;2024-02-15
EPI_ISL_19776239|A/Canada_Goose/ON/FAV-0081-5/2024|H5N1|Canada-ON|2024-02-13|avian|C2.1;Canada;ON;Unknown;Unknown;2024-02-13
EPI_ISL_19776235|A/American_Crow/QC/FAV-0082-1/2024|H5N1|Canada-QC|2024-02-12|avian|C2.1;Canada;QC;Unknown;Unknown;2024-02-12
EPI_ISL_19776240|A/American_Crow/QC/FAV-0082-2/2024|H5N1|Canada-QC|2024-02-15|avian|C2.1;Canada;QC;Unknown;Unknown;2024-02-15
EPI_ISL_19776245|A/Bald_Eagle/QC/FAV-0082-3/2024|H5N1|Canada-QC|2024-02-17|avian|C2.1;Canada;QC;Unknown;Unknown;2024-02-17
EPI_ISL_19776225|A/Snowy_Owl/PE/FAV-0085-2/2024|H5N1|Canada-PE|2024-02-08|avian|C2.1;Canada;PE;Unknown;Unknown;2024-02-08
EPI_ISL_19776265|A/Canada_Goose/ON/FAV-0086/2024|H5N1|Canada-ON|2024-02-29|avian|C2.1;Canada;ON;Unknown;Unknown;2024-02-29
EPI_ISL_19776154|A/American_Crow/ON/FAV-0087-3/2024|H5N1|Canada-ON|2024-01-02|avian|C2.1;Canada;ON;Unknown;Unknown;2024-01-02
EPI_ISL_19776255|A/American_Crow/ON/FAV-0088-1/2024|H5N1|Canada-ON|2024-02-25|avian|C2.1;Canada;ON;Unknown;Unknown;2024-02-25
EPI_ISL_19776263|A/American_Crow/ON/FAV-0088-2/2024|H5N1|Canada-ON|2024-02-28|avian|C2.1;Canada;ON;Unknown;Unknown;2024-02-28
EPI_ISL_19776236|A/Canada_Goose/QC/FAV-0090-1/2024|H5N1|Canada-QC|2024-02-12|avian|C2.1;Canada;QC;Unknown;Unknown;2024-02-12
EPI_ISL_19776113|A/Canada_Goose/QC/FAV-0090-2/2024|H5N1|Canada-QC|2023-12-04|avian|C2.1;Canada;QC;Unknown;Unknown;2023-12-04
EPI_ISL_19776269|A/Red-Tailed_Hawk/ON/FAV-0092/2024|H5N1|Canada-ON|2024-03-03|avian|C2.1;Canada;ON;Unknown;Unknown;2024-03-03
EPI_ISL_19776268|A/Red-Tailed_Hawk/ON/FAV-0092-1/2024|H5N1|Canada-ON|2024-03-03|avian|C2.1;Canada;ON;Unknown;Unknown;2024-03-03
EPI_ISL_19776282|A/American_Crow/ON/FAV-0097-1/2024|H5N1|Canada-ON|2024-03-12|avian|C2.1;Canada;ON;Unknown;Unknown;2024-03-12
EPI_ISL_19776291|A/American_Crow/PE/FAV-0105-1/2024|H5N1|Canada-PE|2024-03-21|avian|C2.1;Canada;PE;Unknown;Unknown;2024-03-21
EPI_ISL_19776279|A/American_Crow/PE/FAV-0110-1/2024|H5N1|Canada-PE|2024-03-11|avian|C2.1;Canada;PE;Unknown;Unknown;2024-03-11
EPI_ISL_19776290|A/Striped_Skunk/NS/FAV-0119-1/2024|H5N1|Canada-NS|2024-03-20|other_mammal|C2.1;Canada;NS;Unknown;Unknown;2024-03-20
EPI_ISL_19776298|A/Peregrine_Falcon/QC/FAV-0120-1/2024|H5N1|Canada-QC|2024-04-02|avian|C2.1;Canada;QC;Unknown;Unknown;2024-04-02
EPI_ISL_19776296|A/Peregrine_Falcon/QC/FAV-0121-1/2024|H5N1|Canada-QC|2024-04-01|avian|C2.1;Canada;QC;Unknown;Unknown;2024-04-01
EPI_ISL_19776299|A/Brant/QC/FAV-0121-2/2024|H5N1|Canada-QC|2024-04-03|avian|C2.1;Canada;QC;Unknown;Unknown;2024-04-03
EPI_ISL_19776144|A/Great_Horned_Owl/QC/FAV-0131-2/2024|H5N1|Canada-QC|2023-12-13|avian|C2.1;Canada;QC;Unknown;Unknown;2023-12-13
EPI_ISL_19776214|A/Great_Horned_Owl/QC/FAV-0132-3/2024|H5N1|Canada-QC|2024-02-06|avian|C2.1;Canada;QC;Unknown;Unknown;2024-02-06
EPI_ISL_19776272|A/American_Crow/QC/FAV-0132-5/2024|H5N1|Canada-QC|2024-03-05|avian|C2.1;Canada;QC;Unknown;Unknown;2024-03-05
EPI_ISL_19776275|A/Herring_Gull/NS/FAV-0198/2024|H5N1|Canada-NS|2024-03-07|avian|C2.1;Canada;NS;Unknown;Unknown;2024-03-07
EPI_ISL_19776256|A/Canada_Goose/NS/FAV-0211-1/2024|H5N1|Canada-NS|2024-02-26|avian|C2.1;Canada;NS;Unknown;Unknown;2024-02-26
EPI_ISL_19776243|A/Canada_Goose/NS/FAV-0211-2/2024|H5N1|Canada-NS|2024-02-16|avian|C2.1;Canada;NS;Unknown;Unknown;2024-02-16
EPI_ISL_19776274|A/Canada_Goose/NS/FAV-0211-3/2024|H5N1|Canada-NS|2024-03-06|avian|C2.1;Canada;NS;Unknown;Unknown;2024-03-06
EPI_ISL_19776244|A/Canada_Goose/NS/FAV-0211-4/2024|H5N1|Canada-NS|2024-02-16|avian|C2.1;Canada;NS;Unknown;Unknown;2024-02-16
EPI_ISL_19776270|A/Canada_Goose/NS/FAV-0211-5/2024|H5N1|Canada-NS|2024-03-04|avian|C2.1;Canada;NS;Unknown;Unknown;2024-03-04
EPI_ISL_19776271|A/Canada_Goose/NS/FAV-0211-6/2024|H5N1|Canada-NS|2024-03-04|avian|C2.1;Canada;NS;Unknown;Unknown;2024-03-04
EPI_ISL_19776276|A/Canada_Goose/NS/FAV-0212/2024|H5N1|Canada-NS|2024-03-08|avian|C2.1;Canada;NS;Unknown;Unknown;2024-03-08
EPI_ISL_19776300|A/American_Crow/QC/FAV-0237-1/2024|H5N1|Canada-QC|2024-04-04|avian|C2.1;Canada;QC;Unknown;Unknown;2024-04-04
EPI_ISL_19776301|A/American_Crow/QC/FAV-0237-2/2024|H5N1|Canada-QC|2024-04-04|avian|C2.1;Canada;QC;Unknown;Unknown;2024-04-04
EPI_ISL_19776176|A/Red-Tailed_Hawk/QC/FAV-0237-3/2024|H5N1|Canada-QC|2024-01-12|avian|C2.1;Canada;QC;Unknown;Unknown;2024-01-12
EPI_ISL_19776305|A/Northern_Fulmar/NS/FAV-0245-8/2024|H5N1|Canada-NS|2024-04-21|avian|C2.1;Canada;NS;Unknown;Unknown;2024-04-21
EPI_ISL_19776063|A/Turkey/QC/FAV-0374-1/2023|H5N1|Canada-QC|2023-11-17|avian|C2.1;Canada;QC;Unknown;Unknown;2023-11-17
EPI_ISL_19776064|A/Turkey/QC/FAV-0374-2/2023|H5N1|Canada-QC|2023-11-17|avian|C2.1;Canada;QC;Unknown;Unknown;2023-11-17
EPI_ISL_19776007|A/Green-Winged_Teal/ON/FAV-0390-45/2023|H5N1|Canada-ON|2023-11-09|avian|C2.1;Canada;ON;Unknown;Unknown;2023-11-09
EPI_ISL_19776083|A/Turkey/QC/FAV-0392-1/2023|H5N1|Canada-QC|2023-11-21|avian|C2.1;Canada;QC;Unknown;Unknown;2023-11-21
EPI_ISL_19776084|A/Turkey/QC/FAV-0392-3/2023|H5N1|Canada-QC|2023-11-21|avian|C2.1;Canada;QC;Unknown;Unknown;2023-11-21
EPI_ISL_19776065|A/Canada_Goose/QC/FAV-0422-1/2023|H5N1|Canada-QC|2023-11-18|avian|C2.1;Canada;QC;Unknown;Unknown;2023-11-18
EPI_ISL_19776066|A/Canada_Goose/QC/FAV-0422-3/2023|H5N1|Canada-QC|2023-11-18|avian|C2.1;Canada;QC;Unknown;Unknown;2023-11-18
EPI_ISL_19776067|A/Canada_Goose/QC/FAV-0422-5/2023|H5N1|Canada-QC|2023-11-18|avian|C2.1;Canada;QC;Unknown;Unknown;2023-11-18
EPI_ISL_19776081|A/Snow_Goose/QC/FAV-0428-6/2023|H5N1|Canada-QC|2023-11-21|avian|C2.1;Canada;QC;Unknown;Unknown;2023-11-21
EPI_ISL_19776119|A/Turkey/QC/FAV-0429-1/2023|H5N1|Canada-QC|2023-12-04|avian|C2.1;Canada;QC;Unknown;Unknown;2023-12-04
EPI_ISL_19776120|A/Turkey/QC/FAV-0429-2/2023|H5N1|Canada-QC|2023-12-04|avian|C2.1;Canada;QC;Unknown;Unknown;2023-12-04
EPI_ISL_19776082|A/Snow_Goose/QC/FAV-0434-1/2023|H5N1|Canada-QC|2023-11-21|avian|C2.1;Canada;QC;Unknown;Unknown;2023-11-21
EPI_ISL_19776056|A/Snow_Goose/QC/FAV-0443-14/2023|H5N1|Canada-QC|2023-11-15|avian|C2.1;Canada;QC;Unknown;Unknown;2023-11-15
EPI_ISL_19776054|A/Snow_Goose/QC/FAV-0443-3/2023|H5N1|Canada-QC|2023-11-15|avian|C2.1;Canada;QC;Unknown;Unknown;2023-11-15
EPI_ISL_19776086|A/Canada_Goose/AB/FAV-0451-2/2023|H5N1|Canada-AB|2023-11-22|avian|C2.1;Canada;AB;Unknown;Unknown;2023-11-22
EPI_ISL_19776089|A/Snow_Goose/ON/FAV-0457-1/2023|H5N1|Canada-ON|2023-11-23|avian|C2.1;Canada;ON;Unknown;Unknown;2023-11-23
EPI_ISL_19882171|A/peafowl/Ohio/OH24-4484-1/2024|H5N1|USA-OH|2024-02-22|avian|C2.1;USA;OH;Unknown;Unknown;2024-02-22
EPI_ISL_19095248|A/wood_duck/Georgia/W24_017/2023|H5N1|USA-GA|2023-12-23|avian|C2.1;USA;GA;Unknown;Unknown;2023-12-23
EPI_ISL_19134612|A/Canada_goose/North_Carolina/W24-51/2024|H5N1|USA-NC|2024-01-12|avian|C2.1;USA;NC;Unknown;Unknown;2024-01-12
