label,country,admin1,admin2,collection_date,location
EPI_ISL_19787978|A/Snow_Goose/BC/AIVPHL-2667/2024|H5N1|Canada-BC|Unknown|2024-11-11|wild_avian|D1.1,Canada,BC,Unknown,2024-11-11,Canada_BC_Unknown
EPI_ISL_19787979|A/American_Crow/BC/AIVPHL-2662/2024|H5N1|Canada-BC|Unknown|2024-11-09|wild_avian|D1.1,Canada,BC,Unknown,2024-11-09,Canada_BC_Unknown
EPI_ISL_19787981|A/Glaucous_Winged_Gull/BC/AIVPHL-2700/2024|H5N1|Canada-BC|Unknown|2024-11-17|wild_avian|D1.1,Canada,BC,Unknown,2024-11-17,Canada_BC_Unknown
EPI_ISL_19787982|A/Snow_Goose/BC/AIVPHL-2758/2024|H5N1|Canada-BC|Unknown|2024-11-26|wild_avian|D1.1,Canada,BC,Unknown,2024-11-26,Canada_BC_Unknown
EPI_ISL_19787983|A/Canada_Goose/BC/AIVPHL-2807/2024|H5N1|Canada-BC|Unknown|2024-12-02|wild_avian|D1.1,Canada,BC,Unknown,2024-12-02,Canada_BC_Unknown
EPI_ISL_19787991|A/Cackling_Goose/BC/AIVPHL-2845/2024|H5N1|Canada-BC|Unknown|2024-12-02|wild_avian|D1.1,Canada,BC,Unknown,2024-12-02,Canada_BC_Unknown
EPI_ISL_19787992|A/American_Crow/BC/AIVPHL-2850/2024|H5N1|Canada-BC|Unknown|2024-12-04|wild_avian|D1.1,Canada,BC,Unknown,2024-12-04,Canada_BC_Unknown
EPI_ISL_19788007|A/Canada_Goose/BC/AIVPHL-3503/2025|H5N1|Canada-BC|Unknown|2025-02-20|wild_avian|D1.1,Canada,BC,Unknown,2025-02-20,Canada_BC_Unknown
EPI_ISL_19788008|A/Cooper_s_Hawk/BC/AIVPHL-3515/2025|H5N1|Canada-BC|Unknown|2025-02-14|wild_avian|D1.1,Canada,BC,Unknown,2025-02-14,Canada_BC_Unknown
EPI_ISL_19788009|A/Red_Tailed_Hawk/BC/AIVPHL-2966/2025|H5N1|Canada-BC|Unknown|2025-01-06|wild_avian|D1.1,Canada,BC,Unknown,2025-01-06,Canada_BC_Unknown
EPI_ISL_19788012|A/Trumpeter_Swan/BC/AIVPHL-2973/2024|H5N1|Canada-BC|Unknown|2024-12-25|wild_avian|D1.1,Canada,BC,Unknown,2024-12-25,Canada_BC_Unknown
EPI_ISL_19788013|A/Bald_Eagle/BC/AIVPHL-2979/2025|H5N1|Canada-BC|Unknown|2025-01-03|wild_avian|D1.1,Canada,BC,Unknown,2025-01-03,Canada_BC_Unknown
EPI_ISL_20208383|A/Bald_Eagle/BC/OTH-0030-26/2025|H5N1|Canada-BC|Unknown|2024-12-30|wild_avian|D1.1,Canada,BC,Unknown,2024-12-30,Canada_BC_Unknown
EPI_ISL_20208392|A/Canada_Goose/BC/OTH-0108-32/2024|H5N1|Canada-BC|Unknown|2024-10-08|wild_avian|D1.1,Canada,BC,Unknown,2024-10-08,Canada_BC_Unknown
EPI_ISL_20208407|A/Chicken/BC/FAV-0273-2/2024|H5N1|Canada-BC|Unknown|2024-10-25|domestic_avian|D1.1,Canada,BC,Unknown,2024-10-25,Canada_BC_Unknown
EPI_ISL_20208411|A/Chicken/BC/FAV-0300-1/2024|H5N1|Canada-BC|Unknown|2024-11-08|domestic_avian|D1.1,Canada,BC,Unknown,2024-11-08,Canada_BC_Unknown
EPI_ISL_20208415|A/Chicken/BC/FAV-0334-1/2024|H5N1|Canada-BC|Unknown|2024-11-14|domestic_avian|D1.1,Canada,BC,Unknown,2024-11-14,Canada_BC_Unknown
EPI_ISL_20208416|A/Chicken/BC/FAV-0420-1/2024|H5N1|Canada-BC|Unknown|2024-12-09|domestic_avian|D1.1,Canada,BC,Unknown,2024-12-09,Canada_BC_Unknown
EPI_ISL_20208417|A/Chicken/BC/FAV-0421-2/2024|H5N1|Canada-BC|Unknown|2024-12-08|domestic_avian|D1.1,Canada,BC,Unknown,2024-12-08,Canada_BC_Unknown
EPI_ISL_20208418|A/Chicken/BC/FAV-0423-1/2024|H5N1|Canada-BC|Unknown|2024-12-10|domestic_avian|D1.1,Canada,BC,Unknown,2024-12-10,Canada_BC_Unknown
EPI_ISL_20208422|A/Duck/BC/FAV-0277-1/2024|H5N1|Canada-BC|Unknown|2024-10-30|domestic_avian|D1.1,Canada,BC,Unknown,2024-10-30,Canada_BC_Unknown
EPI_ISL_20208425|A/Great_Blue_Heron/BC/OTH-0108-65/2024|H5N1|Canada-BC|Unknown|2024-10-27|wild_avian|D1.1,Canada,BC,Unknown,2024-10-27,Canada_BC_Unknown
EPI_ISL_20208441|A/Snow_Goose/BC/FAV-0031-12/2025|H5N1|Canada-BC|Unknown|2024-11-11|wild_avian|D1.1,Canada,BC,Unknown,2024-11-11,Canada_BC_Unknown
EPI_ISL_20208443|A/Snow_Goose/BC/OTH-0112-109/2024|H5N1|Canada-BC|Unknown|2024-11-04|wild_avian|D1.1,Canada,BC,Unknown,2024-11-04,Canada_BC_Unknown
EPI_ISL_20212940|A/Bald_Eagle/BC/AIVPHL-3618/2025|H5N1|Canada-BC|Unknown|2025-05-16|wild_avian|D1.1,Canada,BC,Unknown,2025-05-16,Canada_BC_Unknown
EPI_ISL_20258472|A/American_Wigeon/BC/AIVPHL-3746/2025|H5N1|Canada-BC|Unknown|2025-10-09|wild_avian|D1.1,Canada,BC,Unknown,2025-10-09,Canada_BC_Unknown
EPI_ISL_20258475|A/Canada_Goose/BC/AIVPHL-3753/2025|H5N1|Canada-BC|Unknown|2025-10-13|wild_avian|D1.1,Canada,BC,Unknown,2025-10-13,Canada_BC_Unknown
EPI_ISL_20258476|A/American_Crow/BC/AIVPHL-3760/2025|H5N1|Canada-BC|Unknown|2025-10-20|wild_avian|D1.1,Canada,BC,Unknown,2025-10-20,Canada_BC_Unknown
EPI_ISL_20258477|A/American_Crow/BC/AIVPHL-3756/2025|H5N1|Canada-BC|Unknown|2025-10-16|wild_avian|D1.1,Canada,BC,Unknown,2025-10-16,Canada_BC_Unknown
EPI_ISL_20258481|A/Canada_Goose/BC/AIVPHL-3763/2025|H5N1|Canada-BC|Unknown|2025-10-15|wild_avian|D1.1,Canada,BC,Unknown,2025-10-15,Canada_BC_Unknown
EPI_ISL_20258482|A/Barred_Owl/BC/AIVPHL-3767/2025|H5N1|Canada-BC|Unknown|2025-10-22|wild_avian|D1.1,Canada,BC,Unknown,2025-10-22,Canada_BC_Unknown
EPI_ISL_20258484|A/Canada_Goose/BC/AIVPHL-3770/2025|H5N1|Canada-BC|Unknown|2025-10-23|wild_avian|D1.1,Canada,BC,Unknown,2025-10-23,Canada_BC_Unknown
EPI_ISL_20258490|A/Cackling_Goose/BC/AIVPHL-3779/2025|H5N1|Canada-BC|Unknown|2025-10-25|wild_avian|D1.1,Canada,BC,Unknown,2025-10-25,Canada_BC_Unknown
EPI_ISL_20258491|A/Cackling_Goose/BC/AIVPHL-3784/2025|H5N1|Canada-BC|Unknown|2025-10-27|wild_avian|D1.1,Canada,BC,Unknown,2025-10-27,Canada_BC_Unknown
EPI_ISL_20258495|A/Barred_Owl/BC/AIVPHL-3788/2025|H5N1|Canada-BC|Unknown|2025-10-29|wild_avian|D1.1,Canada,BC,Unknown,2025-10-29,Canada_BC_Unknown
EPI_ISL_20258496|A/Barred_Owl/BC/AIVPHL-3789/2025|H5N1|Canada-BC|Unknown|2025-10-29|wild_avian|D1.1,Canada,BC,Unknown,2025-10-29,Canada_BC_Unknown
EPI_ISL_20258497|A/Cackling_Goose/BC/AIVPHL-3790/2025|H5N1|Canada-BC|Unknown|2025-10-30|wild_avian|D1.1,Canada,BC,Unknown,2025-10-30,Canada_BC_Unknown
EPI_ISL_20258500|A/Canada_Goose/BC/AIVPHL-3808/2025|H5N1|Canada-BC|Unknown|2025-10-20|wild_avian|D1.1,Canada,BC,Unknown,2025-10-20,Canada_BC_Unknown
EPI_ISL_20258501|A/Canada_Goose/BC/AIVPHL-3816/2025|H5N1|Canada-BC|Unknown|2025-10-25|wild_avian|D1.1,Canada,BC,Unknown,2025-10-25,Canada_BC_Unknown
EPI_ISL_20258505|A/Red_Tailed_Hawk/BC/AIVPHL-3824/2025|H5N1|Canada-BC|Unknown|2025-10-30|wild_avian|D1.1,Canada,BC,Unknown,2025-10-30,Canada_BC_Unknown
EPI_ISL_20258508|A/Canada_Goose/BC/AIVPHL-3850/2025|H5N1|Canada-BC|Unknown|2025-11-03|wild_avian|D1.1,Canada,BC,Unknown,2025-11-03,Canada_BC_Unknown
EPI_ISL_20258509|A/Great_Horned_Owl/BC/AIVPHL-3826/2025|H5N1|Canada-BC|Unknown|2025-10-30|wild_avian|D1.1,Canada,BC,Unknown,2025-10-30,Canada_BC_Unknown
EPI_ISL_20258512|A/American_Crow/BC/AIVPHL-3846/2025|H5N1|Canada-BC|Unknown|2025-11-02|wild_avian|D1.1,Canada,BC,Unknown,2025-11-02,Canada_BC_Unknown
EPI_ISL_20258513|A/Canada_Goose/BC/AIVPHL-3822/2025|H5N1|Canada-BC|Unknown|2025-10-28|wild_avian|D1.1,Canada,BC,Unknown,2025-10-28,Canada_BC_Unknown
EPI_ISL_20258519|A/Red_Tailed_Hawk/BC/AIVPHL-3815/2025|H5N1|Canada-BC|Unknown|2025-10-24|wild_avian|D1.1,Canada,BC,Unknown,2025-10-24,Canada_BC_Unknown
EPI_ISL_20258520|A/American_Crow/BC/AIVPHL-3853/2025|H5N1|Canada-BC|Unknown|2025-11-03|wild_avian|D1.1,Canada,BC,Unknown,2025-11-03,Canada_BC_Unknown
EPI_ISL_20258522|A/Trumpeter_Swan/BC/AIVPHL-3859/2025|H5N1|Canada-BC|Unknown|2025-11-10|wild_avian|D1.1,Canada,BC,Unknown,2025-11-10,Canada_BC_Unknown
EPI_ISL_20258523|A/Canada_Goose/BC/AIVPHL-3861/2025|H5N1|Canada-BC|Unknown|2025-11-12|wild_avian|D1.1,Canada,BC,Unknown,2025-11-12,Canada_BC_Unknown
EPI_ISL_20258525|A/American_Crow/BC/AIVPHL-3863/2025|H5N1|Canada-BC|Unknown|2025-11-12|wild_avian|D1.1,Canada,BC,Unknown,2025-11-12,Canada_BC_Unknown
EPI_ISL_20258527|A/Common_Raven/BC/AIVPHL-3821/2025|H5N1|Canada-BC|Unknown|2025-10-27|wild_avian|D1.1,Canada,BC,Unknown,2025-10-27,Canada_BC_Unknown
EPI_ISL_20258529|A/Bald_Eagle/BC/AIVPHL-3832/2025|H5N1|Canada-BC|Unknown|2025-10-31|wild_avian|D1.1,Canada,BC,Unknown,2025-10-31,Canada_BC_Unknown
EPI_ISL_20295037|A/Chicken/BC/FAV-0266-2/2024|H5N1|Canada-BC|Unknown|2024-10-21|domestic_avian|D1.1,Canada,BC,Unknown,2024-10-21,Canada_BC_Unknown
EPI_ISL_20208435|A/Red-Tailed_Hawk/MB/FAV-0142/2025|H5N1|Canada-MB|Unknown|2025-04-14|wild_avian|D1.1,Canada,MB,Unknown,2025-04-14,Canada_MB_Unknown
EPI_ISL_20208444|A/Snow_Goose/MB/FAV-0163-3/2025|H5N1|Canada-MB|Unknown|2025-04-26|wild_avian|D1.1,Canada,MB,Unknown,2025-04-26,Canada_MB_Unknown
EPI_ISL_20208445|A/Snow_Goose/MB/FAV-0170-11/2025|H5N1|Canada-MB|Unknown|2025-04-18|wild_avian|D1.1,Canada,MB,Unknown,2025-04-18,Canada_MB_Unknown
EPI_ISL_20208446|A/Snow_Goose/MB/FAV-0170-16/2025|H5N1|Canada-MB|Unknown|2025-04-19|wild_avian|D1.1,Canada,MB,Unknown,2025-04-19,Canada_MB_Unknown
EPI_ISL_20208450|A/Striped_Skunk/MB/FAV-0164-2/2025|H5N1|Canada-MB|Unknown|2025-05-01|other_mammal|D1.1,Canada,MB,Unknown,2025-05-01,Canada_MB_Unknown
EPI_ISL_20208451|A/Striped_Skunk/MB/FAV-0174-1/2025|H5N1|Canada-MB|Unknown|2025-05-10|other_mammal|D1.1,Canada,MB,Unknown,2025-05-10,Canada_MB_Unknown
EPI_ISL_20208427|A/Mallard/NL/FAV-0141-13/2025|H5N1|Canada-NL|Unknown|2025-03-12|wild_avian|D1.1,Canada,NL,Unknown,2025-03-12,Canada_NL_Unknown
EPI_ISL_19792237|A/Chicken/NS/FAV-0075-2/2025|H5N1|Canada-NS|Unknown|2025-03-03|domestic_avian|D1.1,Canada,NS,Unknown,2025-03-03,Canada_NS_Unknown
EPI_ISL_20208379|A/American_Black_Duck/NS/FAV-0078-2/2025|H5N1|Canada-NS|Unknown|2025-02-04|wild_avian|D1.1,Canada,NS,Unknown,2025-02-04,Canada_NS_Unknown
EPI_ISL_20208385|A/Bald_Eagle/NS/FAV-0148/2025|H5N1|Canada-NS|Unknown|2025-02-19|wild_avian|D1.1,Canada,NS,Unknown,2025-02-19,Canada_NS_Unknown
EPI_ISL_20208452|A/Striped_Skunk/NS/FAV-0143/2025|H5N1|Canada-NS|Unknown|2025-03-26|other_mammal|D1.1,Canada,NS,Unknown,2025-03-26,Canada_NS_Unknown
EPI_ISL_19792229|A/Canada_Goose/ON/FAV-0024-2/2025|H5N1|Canada-ON|Unknown|2025-01-03|wild_avian|D1.1,Canada,ON,Unknown,2025-01-03,Canada_ON_Unknown
EPI_ISL_19792231|A/Canada_Goose/ON/FAV-0029-2/2025|H5N1|Canada-ON|Unknown|2024-12-31|wild_avian|D1.1,Canada,ON,Unknown,2024-12-31,Canada_ON_Unknown
EPI_ISL_19792241|A/Duck/ON/FAV-0025/2025|H5N1|Canada-ON|Unknown|2025-01-09|domestic_avian|D1.1,Canada,ON,Unknown,2025-01-09,Canada_ON_Unknown
EPI_ISL_19792245|A/Snowy_Owl/ON/FAV-0029-5/2025|H5N1|Canada-ON|Unknown|2024-12-30|wild_avian|D1.1,Canada,ON,Unknown,2024-12-30,Canada_ON_Unknown
EPI_ISL_19792248|A/Turkey/ON/FAV-0069-2/2025|H5N1|Canada-ON|Unknown|2025-02-27|domestic_avian|D1.1,Canada,ON,Unknown,2025-02-27,Canada_ON_Unknown
EPI_ISL_19792249|A/Turkey/ON/FAV-0453-2/2024|H5N1|Canada-ON|Unknown|2024-12-26|domestic_avian|D1.1,Canada,ON,Unknown,2024-12-26,Canada_ON_Unknown
EPI_ISL_20208395|A/Canada_Goose/ON/FAV-0038-2/2025|H5N1|Canada-ON|Unknown|2025-01-11|wild_avian|D1.1,Canada,ON,Unknown,2025-01-11,Canada_ON_Unknown
EPI_ISL_20208397|A/Canada_Goose/ON/FAV-0049-6/2025|H5N1|Canada-ON|Unknown|2025-01-26|wild_avian|D1.1,Canada,ON,Unknown,2025-01-26,Canada_ON_Unknown
EPI_ISL_20208398|A/Canada_Goose/ON/FAV-0055-3/2025|H5N1|Canada-ON|Unknown|2025-01-26|wild_avian|D1.1,Canada,ON,Unknown,2025-01-26,Canada_ON_Unknown
EPI_ISL_20208400|A/Canada_Goose/ON/FAV-0058-11/2025|H5N1|Canada-ON|Unknown|2025-02-11|wild_avian|D1.1,Canada,ON,Unknown,2025-02-11,Canada_ON_Unknown
EPI_ISL_20208401|A/Canada_Goose/ON/FAV-0070-2/2025|H5N1|Canada-ON|Unknown|2025-02-19|wild_avian|D1.1,Canada,ON,Unknown,2025-02-19,Canada_ON_Unknown
EPI_ISL_20208403|A/Caspian_Tern/ON/FAV-0181-4/2025|H5N1|Canada-ON|Unknown|2025-05-22|wild_avian|D1.1,Canada,ON,Unknown,2025-05-22,Canada_ON_Unknown
EPI_ISL_20208431|A/Mallard/ON/FAV-0048-2/2025|H5N1|Canada-ON|Unknown|2025-01-17|wild_avian|D1.1,Canada,ON,Unknown,2025-01-17,Canada_ON_Unknown
EPI_ISL_20208432|A/Mallard/ON/FAV-0059-8/2025|H5N1|Canada-ON|Unknown|2024-12-09|wild_avian|D1.1,Canada,ON,Unknown,2024-12-09,Canada_ON_Unknown
EPI_ISL_20208437|A/Red-Tailed_Hawk/ON/FAV-0121-4/2025|H5N1|Canada-ON|Unknown|2025-03-17|wild_avian|D1.1,Canada,ON,Unknown,2025-03-17,Canada_ON_Unknown
EPI_ISL_20208449|A/Snowy_Owl/ON/FAV-0035-8/2025|H5N1|Canada-ON|Unknown|2024-12-28|wild_avian|D1.1,Canada,ON,Unknown,2024-12-28,Canada_ON_Unknown
